视频时长,视频AV号,播放量,弹幕数,评论数,点赞数,投币数,分享数
36,517530136,1733994,225,444,136652,1617,1125
9,866268783,588495,129,623,23096,591,196
40,908133480,3416697,298,982,175356,1155,950
40,653070015,1021506,272,1616,26591,355,12497
70,951017270,1893343,441,1046,55805,3435,2545
59,993690061,2395530,1187,1298,180290,4347,2955
154,268735823,2224368,809,413,47090,2289,438
10,781228444,1205298,95,528,67119,1516,948
48,951067779,8808606,3691,7884,1122544,73868,21974
32,908694627,2763479,909,2470,173988,12749,38753
31,731757898,3087502,558,997,245142,4323,4460
23,224727376,1045004,540,1110,45954,1266,2246
69,897615534,3555273,1443,2666,187983,4819,11666
26,440630315,554151,413,923,28894,2529,265
11,268643147,382935,96,496,29969,1902,383
337,908752730,1460904,2133,1801,101907,28756,1584
23,908734044,475948,96,178,10395,167,698
30,730505384,3150265,584,1328,159828,1460,5853
22,440635429,1719473,512,525,72542,2572,1683
31,268381239,1830250,222,1162,118838,3471,17898
115,439187249,261740,196,207,17310,1759,411
101,696106904,584017,573,421,17742,800,663
164,695721671,2301095,2214,600,48221,20975,1599
111,817763101,2397300,1001,778,211763,4386,3388
182,353086752,1702686,1206,299,54766,14803,648
97,303938987,1550058,677,850,161902,2494,787
71,688498394,3341366,1059,1456,388846,7370,2302
99,215754669,4447921,2332,2348,353201,17334,8603
23,946580807,5086400,637,2108,274342,14235,8432
172,568536932,1559882,4395,5108,93751,6225,39225
102,653552342,1411571,409,475,50793,1490,9253
30,220282027,4169664,715,1024,272356,2944,3125
31,611142435,266572,11,302,13557,785,170
18,822697579,1023851,203,1447,23072,162,1167
49,520499426,8879238,5287,8092,1147458,95799,77073
83,478820755,1351508,461,677,152440,1989,347
19,354865453,1984120,145,348,105420,1519,469
54,695903122,1195889,551,618,144436,969,1645
54,948118254,1873904,604,1134,195225,2877,1983
78,525698458,251818,248,307,16680,249,335
72,613589601,796957,267,572,144557,19469,4590
14,373512366,3270193,783,791,169144,19311,23394
73,443395184,50002,17,17,1176,62,35
23,767523341,1501000,811,1016,94036,2335,2630
11,857605238,84956,10,24,2930,179,52
39,910808870,267225,39,80,23173,1918,1653
69,717156463,819451,553,133,20211,471,100
15,67000439,1802326,203,308,37571,2348,1103
13,527386329,162716,66,267,10255,671,1686
122,723047166,5504219,5277,2300,324738,160396,19142
105,910616378,248888,142,246,6377,66,50
100,698228219,148740,204,140,11969,1146,563
86,355334008,1509663,454,684,83906,20988,1566
113,381647062,977850,273,152,19691,724,452
217,953868220,425470,456,564,30305,16149,800
146,313734079,89312,350,93,5646,725,59
131,939848863,847219,996,802,94650,36035,3561
91,795714519,2374512,3654,1330,204058,57285,6484
101,443460450,43583,5,27,602,4,33
77,825601415,4474170,1662,3084,345519,95710,59063
75,256652137,1737577,983,564,89703,19005,2206
73,826019543,1893520,437,1010,128518,4307,4175
53,868435719,5644753,1758,2960,599383,44234,78101
108,993437191,617491,381,327,21864,1681,770
39,606616677,688601,347,449,46324,1231,237
137,952853545,53926,43,18,1074,15,22
92,995275937,160731,55,75,8177,452,603
31,485436522,170351,26,119,6992,142,48
75,996085187,1481346,585,557,110615,17627,7075
65,783093505,47739,57,68,2283,51,62
212,228432581,790579,1169,1155,21633,3911,257
11,80535655,3079043,747,762,102564,4184,2923
101,210581127,468617,732,332,11380,830,240
252,740771591,1328438,1483,311,50697,4396,5759
143,824397863,738519,861,474,41299,8372,863
181,981557055,1771858,4224,2680,199169,203055,24531
81,868021036,11360322,7394,7859,655915,130796,161945
129,953483803,1780020,1819,1903,207606,88041,9185
227,442927667,1614651,741,1140,54216,6167,3215
148,843944110,217278,146,102,6613,219,124
82,554429957,12471127,20495,8596,1086950,496674,191285
34,571182531,675089,194,1880,73409,4961,504
1047,346107650,903356,1667,1051,53452,21595,1026
22,741133122,1224363,450,1491,215727,9585,3410
62,947570992,886977,923,343,2096,75,169
159,355235231,129672,161,75,1414,69,17
14,612755646,413093,57,437,76483,4801,1188
32,826116537,149445,57,120,19898,501,81
21,355585112,233443,29,293,41675,1940,330
12,432975887,1018328,197,859,142068,12497,6491
10,656118039,150326,15,217,29331,1386,421
11,398553922,124224,45,270,19631,878,136
207,953739504,133071,230,782,41043,963,193
19,783516795,748268,412,1014,123626,2019,1830
12,698203231,714507,34,369,17228,138,254
12,900198073,2458708,598,1250,125089,7163,3784
114,911135722,1776879,1742,6378,204710,16199,7593
14,953839586,102837,54,238,22669,1764,183
14,996052856,107561,23,229,29834,668,456
11,398254215,326478,54,382,60530,3627,872
20,356136949,103525,214,89,9102,43,53
94,261176238,2521595,1687,1664,207885,24800,7482
8,826069221,1479726,413,1732,157541,4025,5487
13,528742072,394743,44,331,38642,2473,589
12,398721995,85591,19,144,9540,336,59
12,313071644,371749,176,539,71779,2346,565
163,443727636,874148,1393,2876,93254,5185,1484
11,995768949,860537,186,484,70969,2610,1343
39,826215688,1601382,606,1164,231569,7919,2296
773,571221771,199181,852,785,12830,6257,1591
15,655301785,828088,145,797,96671,1995,1134
79,400961956,338774,471,1702,64899,4870,1504
76,698725869,1334365,1211,5258,160559,9660,2980
10,698602282,273899,56,462,40666,1610,2491
15,741131743,109788,121,136,20433,980,371
11,485871942,115296,17,198,25379,1274,240
10,613710109,294792,197,611,34246,2691,537
448,401031668,3048166,16870,5494,190921,35905,10628
19,313253484,990208,52008,1778,51147,431,10505
15,439750824,1174931,334,686,93173,5414,4696
17,442865647,391076,248,1174,23371,556,7409
47,783580685,2512805,2043,2025,369418,7116,7521
67,401179931,430554,418,1028,60623,3612,449
16,826136207,1553979,419,1582,125493,2505,34292
95,911035235,1986661,336,1141,74464,5102,3668
63,613010407,4876066,1761,3906,420740,32918,95334
120,528515335,1015253,308,1013,27317,969,1938
103,511702901,4261588,2742,4001,312387,75119,23923
636,528860001,2362820,1997,770,114855,6919,3714
100,910787823,14826051,24521,35366,1016113,510124,113762
111,698652414,207068,234,956,13787,4571,49
209,698659933,805314,1359,910,74920,9156,5693
63,911158677,955111,375,1298,73239,6200,3547
30,868615643,677969,297,591,94851,4714,2311
213,783349875,1971159,1452,2392,246887,50750,9697
14,653726007,358364,42,103,13306,568,214
132,868605529,702180,629,1458,157716,4974,8349
1592,313529737,2411034,20803,3226,179480,114187,13387
121,698710071,508899,956,897,48870,5942,247
96,313206470,776707,1394,1993,72759,12258,1170
8,826069221,1479726,413,1732,157541,4025,5487
73,826019543,1893520,437,1010,128518,4307,4175
79,911172644,351444,5,675,6442,115,218
75,228793600,993310,644,1284,77999,7266,38210
214,868630817,126209,503,223,6629,620,52
128,783664776,211103,217,415,18318,330,144
92,953673753,292520,316,1564,17763,10235,850
37,868567497,955947,789,2175,43915,834,7735
83,571161194,252080,209,588,12596,5155,1032
206,486275073,417462,1234,751,57981,5040,2694
448,401031668,3048166,16870,5494,190921,35905,10628
130,270087780,326265,468,558,19361,2244,199
226,28361833,18945396,51307,23128,643257,391179,190819
14,398654617,107312,43,122,10492,476,51
86,401218248,678761,313,1317,29965,5472,653
52,783772356,753580,616,684,96958,7840,2095
54,783803987,64207,237,690,10646,3875,287
152,313632800,1036998,855,801,74826,35899,1063
276,401022633,6935776,22591,23722,716865,591373,103929
92,656129204,268359,1475,3642,27357,21815,3208
219,868646266,516482,751,1026,32305,7388,3819
94,268635617,371021,570,514,27478,3546,336
10,311720511,1880139,243,1430,90405,2142,1305
212,228432581,790579,1169,1155,21633,3911,257
87,741190035,479166,1033,2763,61611,43744,1623
161,740842138,305731,707,112,3756,663,91
66,570843070,883687,266,1191,9586,382,812
11,824142087,1853785,173,617,43795,163,2500
16,952907346,276351,169,397,1029,45,594
65,486133382,1094985,168,986,106226,3111,897
238,398408222,361826,940,327,27915,1882,1044
12,656061953,1960482,399,2685,126080,1445,19757
187,995593116,595729,680,905,14863,5145,1688
50,398733032,425177,172,417,31172,820,575
206,911176271,3830116,2316,2901,372246,64769,65904
140,741075068,2592172,2206,3238,175509,101300,43235
18,698736746,1893403,748,1195,116886,39924,603
14,398703538,2102131,92,472,151554,1362,9181
17,486138391,1136584,135,1154,106769,8115,383
153,613711561,1019081,269,713,35936,387,82
123,911196142,317564,329,1386,4137,63,430
11,486167056,575359,159,870,120921,2156,16131
139,271179787,722393,407,327,9625,117,138
163,443727636,874148,1393,2875,93254,5185,1484
733,656229777,457754,1134,1079,33342,28065,2605
770,911306933,1008956,1328,812,130699,127732,905
110,656096241,2863755,1945,1757,240938,13549,20711
208,826227005,1328814,2677,2492,113657,10991,2234
115,228611049,5293686,1821,1596,628567,11582,6923
240,783627273,372552,612,652,21884,885,569
12,398653397,582155,38,203,37270,157,61
76,356152189,829281,151,973,69774,622,563
134,271072177,1762840,2263,2036,166852,10653,36452
123,911138786,616125,496,1256,36587,319,4322
103,398659002,387906,931,544,15607,296,151
18,271191043,698542,94,929,71970,1496,10423
78,356087210,2458267,619,852,80562,5076,711
84,953455104,168773,56,171,5168,102,6
27,480535613,467506,51,967,16291,115,287
128,401189998,1191258,1517,1535,107154,20429,1361
101,356105256,134658,163,530,1776,2,32
13,443598870,386088,15,148,13996,518,2716
14,911004289,1186331,329,1458,233019,4346,14351
113,783579559,245878,171,133,10802,1237,55
797,313690196,5605028,15639,5851,542743,285195,22667
117,641866888,1440179,640,713,30126,3435,1231
581,868628548,4205261,21026,5335,460084,251051,8735
623,486051504,3066059,6805,1891,309635,66873,7696
560,815840525,888837,12892,1211,59643,12037,1916
155,698120231,9293200,31035,45634,1122514,317637,78765
946,740257408,805975,1041,605,33426,7926,4702
17,868043747,1661833,858,1649,231589,2946,1306
730,768280609,14595050,44599,25912,1701578,1868409,73245
468,251187473,24374727,79164,53297,3034669,3095942,448149
537,771908203,26105935,111431,10582,3074578,2390971,203682
444,66210564,7199386,43210,13593,841858,829775,58246
383,741175630,974345,930,1043,19160,3633,931
304,540601597,8007710,40385,18243,917320,692888,60421
567,219404688,13227034,41342,17993,1711995,1798350,160804
267,401153381,1828254,1382,2849,155312,5342,6412
651,995579562,1961793,16340,7106,157755,44832,6874
34,626542021,1619068,1222,1768,58561,2365,9631
796,313868981,934944,4233,3201,45236,6689,8892
1174,442731336,496939,1370,3275,14999,4516,572
570,739233567,12099743,37054,14275,1661990,1444393,77615
456,759395091,12101922,106344,37889,1850452,1800467,126545
769,398685499,176065,2145,354,9417,3794,288
289,656165861,340758,407,553,18285,2139,462
101,527851172,42373,9,28,749,9,3
14,228551280,12856,5,6,528,35,14
74,826167696,1835012,369,1264,255175,38954,6749
83,996163083,468755,139,366,41544,994,169
124,443728780,177921,243,364,17411,790,415
15,867689493,528495,35,364,13248,59,145
13,996011529,1717975,283,1110,133086,739,11845
61,472338987,17634,19,13,158,0,55
68,995667991,1419429,652,507,73790,3267,4842
14,868660138,70040,7,112,2698,111,360
31,398743186,335384,139,373,25584,681,536
50,478372141,306143,841,736,20405,263,12854
18,353878845,917492,161,436,127987,2308,5779
20,909224191,1814237,525,1027,173280,3371,12480
797,313690196,5605028,15639,5851,542744,285195,22667
16,271027125,6559,0,5,37,4,8
12,265318487,559589,618,901,69431,706,4985
20,225973122,598657,250,903,82440,1341,9545
15,901875912,534339,447,493,52510,752,2622
21,890355930,229454,25,177,8377,19,110
17,803860802,842828,565,505,15377,543,3640
14,655051729,2232475,250,548,130005,511,3005
459,221361768,2707512,23501,3125,184866,23679,15441
63,613687523,631652,429,1906,38343,683,2323
65,868375914,1803114,440,1027,113595,7664,14825
14,486261759,9730,3,12,128,2,25
10,514158792,2053247,185,886,88165,604,6120
85,32625476,34979,76,35,176,8,820
35,486210449,159834,132,404,3674,135,1828
623,486051504,3066059,6805,1891,309635,66873,7696
30,271035751,581254,80,334,49102,177,1090
614,613516264,212355,2185,364,16148,1099,342
25,353198090,148820,223,367,21764,176,220
12,486128953,76103,3,70,766,27,38
13,819806973,453025,269,595,61059,661,3793
19,783033323,1234047,368,582,109782,673,5281
43,271097814,1235330,433,794,129802,2145,2238
13,684065744,3952488,750,1249,305972,2029,15076
9,867801849,728760,82,418,107027,1153,2081
81,868021036,11360322,7394,7859,655915,130796,161945
17,941710571,573173,51,167,26360,93,1191
21,252327782,1276697,167,383,113150,817,2677
23,739214138,1126394,240,629,126219,1006,5665
460,990614818,875612,11353,1211,72615,7150,5415
12,611993244,724694,172,419,62089,757,3730
18,528513933,88161,73,125,11921,198,807
16,669929297,387699,1011,724,6596,119,2674
30,271035751,581254,80,335,49101,177,1090
2718,741114374,5108581,12113,4003,11918,2566,59
9,826127176,247039,24,113,39453,134,65
68,228553680,254329,228,269,3451,18,118
14,868660138,70040,7,112,2698,111,360
28,271163078,442668,72,294,48827,1142,3880
12,783611394,128791,21,74,11667,102,166
23,826115699,163489,36,99,28967,255,195
16,637869767,1525659,384,578,88882,1999,8494
18,353878845,917492,161,437,127987,2308,5779
65,868375914,1803114,440,1027,113595,7664,14825
623,486051504,3066059,6805,1891,309635,66873,7696
13,996011529,1717975,283,1110,133087,739,11845
36,303340704,1264560,239,645,112777,1534,5530
14,228543345,1299025,49,299,77852,711,441
28,741028469,158691,47,173,8691,212,74
13,356111964,127653,13,69,3351,32,93
16,432524979,4721945,2405,7020,503279,22086,70483
20,225973122,598657,250,903,82440,1341,9545
29,215659276,986585,479,821,113127,2409,11082
276,356099530,196265,835,365,19031,3808,229
20,909224191,1814237,525,1027,173280,3371,12480
39,826215688,1601382,606,1163,231569,7919,2296
19,783033323,1234047,368,583,109782,673,5281
715,271080659,473585,320,96,18500,748,276
30,303280165,1422387,1319,987,188441,2154,10179
21,782809110,361619,7,70,13423,21,153
39,356019889,180044,28,76,1656,10,6
43,271097814,1235330,433,794,129802,2145,2238
14,655051729,2232475,250,548,130005,511,3005
14,551835417,343803,37,178,35054,399,695
13,819806973,453025,269,594,61059,661,3793
11,698619329,422176,87,292,19361,103,81
23,739214138,1126394,240,629,126219,1006,5665
55,604391418,1332683,169,636,90801,417,663
81,868604476,450745,127,194,58666,453,253
31,441604550,743445,216,181,13302,65,782
72,443511499,863011,205,443,70373,6020,3230
55,868168863,4161825,1417,1730,358463,9241,3094
12,911041258,62350,15,76,3961,100,100
115,783577706,198880,348,911,12699,161,1263
74,996178439,802750,461,1560,47690,1292,1943
2718,741114374,5108581,12113,4002,11918,2566,59
1426,571340974,3945240,8300,2418,35138,6359,52
74,508953450,2535392,1431,762,90004,1975,1452
224,271092714,2076945,2359,1293,92211,20983,19030
213,783800586,505816,816,506,28735,983,363
66,313872011,535362,766,921,41061,3823,5055
122,356148636,355270,829,1674,13521,203,28
116,209698150,799216,78,144,27348,84,308
26,225704842,151960,19,132,2360,16,240
18,995251101,323308,44,317,53553,160,156
63,613687523,631652,429,1906,38343,683,2323
636,528860001,2362820,1997,771,114855,6919,3714
170,443829876,143321,65,321,2236,31,16
113,698758377,523480,370,602,38135,1616,1112
118,656126973,601790,944,751,75508,8133,11970
41,698821427,223893,74,601,38374,4173,229
240,698431909,51866,120,175,1750,128,95
37,528703395,269230,96,746,14088,567,1768
104,996293956,467853,225,460,32572,2331,1456
74,435581564,752426,626,2334,29504,500,5722
68,400798078,1245354,384,1144,60875,413,398
66,972535797,6241866,914,1449,120985,1400,1562
504,868759937,1111545,1723,806,71572,15080,2270
927,783781023,437878,2117,1437,40826,11866,3769
161,571169106,526913,436,4692,8805,178,3067
15,471474074,284458,30,177,9689,97,283
311,571358645,335878,1996,588,38362,8674,403
73,401059712,372532,184,524,7030,71,1652
152,313632800,1036998,855,802,74826,35899,1063
13,443420467,1018439,543,1953,21297,310,3873
361,356370522,386149,724,394,14873,1694,2266
163,443727636,874148,1393,2876,93254,5185,1484
391,228798009,528355,524,508,36037,5572,769
41,888011045,4433563,633,1426,100908,3726,2957
19,953413244,61760,2,35,1428,11,68
64,783692847,524707,604,261,37274,2606,1635
81,826315088,208786,119,417,15039,157,219
92,271294917,906733,323,3087,56314,5232,2828
63,613010407,4876066,1761,3906,420740,32918,95334
148,313800934,153747,206,381,14313,5284,382
105,401100706,808890,364,448,72525,1352,463
193,569707433,5787800,3357,4321,458506,43327,57065
353,740443622,358720,460,467,12540,628,90
1404,733217698,550875,1506,403,22066,894,455
575,649344297,830967,1177,415,14258,511,239
554,825697985,428090,480,307,19407,859,218
347,697663809,438274,373,415,14135,973,510
338,994281405,4407287,3735,1967,362464,7744,5051
71,783380798,613683,365,443,28927,287,235
114,485577520,244666,104,333,7491,484,75
92,486053293,45739,135,98,2941,114,97
124,484002997,934425,212,321,77034,1049,484
22,741133122,1224363,450,1491,215727,9585,3410
615,434767125,6121375,4082,2710,336456,16050,10458
140,271079882,440144,192,308,11003,126,60
57,612821007,724338,118,308,40852,881,462
162,654795864,135091,25,32,2844,43,44
84,783625762,306309,961,1282,6015,176,190
363,696652060,618575,883,336,16061,870,216
684,857079085,684750,2133,644,14939,1333,854
495,400509413,85425,413,271,6201,659,171
299,740007106,877728,524,511,54156,3191,1416
166,995333297,1065154,1682,2882,113734,6804,18691
639,984708737,753660,1314,1042,11345,777,369
71,613546715,267097,643,789,2234,61,86
173,271269762,20497,65,58,945,57,31
120,528616393,377078,112,522,20748,1378,877
40,356142444,177231,85,174,36979,654,331
80,398394860,906864,271,466,67089,1496,507
665,305331856,553596,704,323,15473,494,166
368,772661540,958278,2074,943,20552,1809,1054
797,313690196,5605028,15639,5851,542744,285195,22667
198,868734579,362440,632,690,21560,733,367
409,996051059,1564554,4146,4598,72292,36106,3447
43,690889786,373832,123,532,13634,911,467
561,260596326,419126,982,399,11943,1419,787
105,868131408,1200771,426,1717,49607,3913,1230
645,351078501,578787,736,467,47064,1904,337
203,868616344,226693,239,651,12910,1731,268
138,395507053,3162342,2019,2849,111557,9452,55559
623,486051504,3066059,6805,1891,309635,66873,7696
79,401022017,1744208,1523,1072,162044,6455,1547
69,656230041,1536441,1196,2163,67512,5638,31762
16,783442465,1186562,303,1005,71202,2612,3258
40,868572094,467188,259,341,13939,406,1040
145,398522960,415931,111,449,6335,45,21
74,228558078,364197,295,457,18527,253,308
14,228543345,1299025,49,298,77852,711,441
51,400681530,1053912,1612,2370,16054,227,1155
24,910171974,84349,9,89,1286,6,1
26,484905822,876960,593,1266,42339,678,1360
73,826019543,1893520,437,1010,128518,4307,4175
12,656061953,1960482,399,2685,126080,1445,19757
37,398174097,316005,14,44,3789,22,18
83,398562725,229002,1457,622,4040,63,55
14,995921588,2276438,185,1278,163991,1093,1619
116,995710304,569283,1183,2063,29925,619,822
53,882711163,1019897,1453,1521,86179,10799,2635
253,355754555,734709,302,862,2916,93,81
56,560685428,2049515,247,537,149939,1885,1596
105,401100706,808890,364,447,72525,1352,463
189,613557314,766573,174,309,34602,1699,1095
22,741133122,1224363,450,1491,215727,9585,3410
79,528454809,312829,212,174,4859,53,41
25,740839270,314617,300,926,31700,218,526
33,443574624,297287,76,205,9975,247,109
172,568536932,1559882,4395,5108,93751,6225,39225
74,892171196,1918320,1000,1806,194047,3031,8249
72,694508824,2745296,1156,1264,202699,5647,2210
84,257607478,1741915,888,473,170178,3865,1495
102,228453862,957376,901,1442,68411,2525,3074
169,740927619,1918468,834,1659,99878,5789,6155
30,551314580,486393,312,1251,59586,4238,93
82,783489238,705198,280,503,31586,1110,1585
109,482901312,1678468,1446,686,177299,6764,623
25,442774555,732193,74,382,34276,144,755
127,400071681,4040979,3526,1978,266417,3819,1655
74,554951653,2639192,716,539,281612,1873,322
123,868079467,3414036,2407,1470,226836,3962,899
23,356081697,532322,492,1333,64429,789,7750
86,270957858,1258109,330,1222,109409,1410,949
115,656023179,324214,618,581,9007,77,127
56,528534412,230330,73,142,6394,111,198
60,312179973,1396111,185,465,56220,385,788
40,698640219,137965,32,68,3901,30,36
12,741072747,291031,17,268,11610,218,203
164,228562463,178141,250,247,8759,895,2643
25,868576893,1131717,153,871,82886,1635,7688
64,355921886,181053,21,73,9620,61,176
95,911035235,1986661,336,1141,74464,5102,3668
40,570967668,326157,93,161,5900,24,10
43,270833961,1316498,664,1252,116374,4098,6943
319,656003675,479414,166,260,10909,180,47
17,395480774,507055,154,400,4789,156,1611
55,868553128,446127,275,800,12387,150,606
36,911092208,39464,12,36,1162,8,8
39,826215688,1601382,606,1163,231569,7919,2296
34,773246019,92923,3,29,287,2,5
96,606533506,124759,65,45,2266,25,168
109,995834127,331299,68,119,13563,129,48
23,519384178,1097144,98,302,36080,1799,3438
54,398670055,58533,25,109,2949,47,43
37,868567497,955947,789,2175,43915,834,7735
20,613572845,331564,88,322,9265,40,359
83,613653536,65527,37,77,4910,38,61
265,783708928,1345165,1844,1890,106053,50421,7953
13,996011529,1717975,283,1110,133087,739,11845
74,528706961,84637,66,89,4748,40,123
13,228314443,546148,50,204,20399,350,813
51,398458430,159046,20,58,3344,19,30
128,528614872,67947,56,40,1726,17,63
89,698413286,699397,223,252,58861,481,735
52,356023449,198363,86,91,20615,101,746
30,271035751,581254,80,335,49102,177,1090
27,868619527,987056,439,1382,87402,397,1724
68,655986256,632711,420,811,21626,1992,10476
36,398770201,53106,22,35,2399,23,30
82,313536130,379630,178,534,10447,324,1644
60,486074703,185292,53,253,4501,182,1856
72,443511499,863011,205,443,70373,6020,3230
70,356026364,130807,33,62,4104,39,111
143,528557248,653440,897,351,40584,674,250
135,741084300,275129,426,1092,5756,161,2679
15,571020302,424951,31,165,24211,54,377
22,401016656,1664921,306,1044,147822,7656,23569
12,613730554,229565,41,170,4178,23,53
9,695917600,723045,133,431,61450,1133,396
10,698513073,193590,42,230,2127,21,90
10,356170012,623078,163,634,16722,175,196
140,271079882,440144,192,308,11003,126,60
186,401058940,1759475,612,516,63743,611,418
483,613544445,240012,291,132,7750,85,158
253,355754555,734709,302,862,2916,93,81
121,741023222,365125,165,222,12950,199,161
120,486034254,181293,101,439,6949,211,113
117,528543858,408721,313,766,5962,182,1517
48,344607618,1529985,210,421,45474,746,6144
88,401043566,1267471,419,688,84409,22322,4695
45,741068887,81913,40,104,7634,91,412
28,931462734,539882,267,593,17770,299,3764
74,868623571,68722,79,93,2017,14,36
27,783613502,276098,94,335,38959,226,4063
72,953452778,970778,281,515,85799,15805,1173
27,398605012,19101,15,96,656,46,394
11,313605823,300901,88,163,9950,138,1176
58,270519734,454551,26,191,34171,91,78
1328,613521927,702231,2259,947,28559,11482,1823
182,868566172,207411,292,391,4118,167,1318
18,825881105,246185,22,222,3596,117,33
53,698572965,264938,165,251,12026,41,28
638,528540466,3159389,15628,8269,186841,56334,23503
14,741120342,192703,28,287,7229,174,1623
50,741233729,234273,255,1397,17955,124,1301
139,271179787,722393,407,328,9625,117,138
79,698561250,770933,592,951,82966,8373,1265
52,907844940,138332,166,216,4809,25,262
10,740944860,72582,13,45,5199,32,58
29,655756864,466328,94,263,6404,36,151
166,77962879,13180481,34240,5078,651807,93775,156136
115,228611049,5293686,1821,1596,628567,11582,6923
10,994437867,1198408,315,820,113334,1898,14875
153,868571664,57930,8,19,795,2,1
102,698621830,251198,173,600,8501,120,200
116,826055027,209718,129,165,4520,56,506
193,996077571,862988,550,646,45237,2584,3809
160,929884490,321898,331,158,16547,1273,1518
88,436464425,10196822,2706,4019,801116,57827,50516
186,981892440,15105,17,3,359,46,138
82,355936182,902879,257,677,118858,11945,3525
136,401094671,1157658,420,724,31633,2612,11249
126,951278200,1505359,462,726,65957,6392,5592
234,936838383,2303528,2257,1643,129232,29303,10292
7058,570889935,6910102,37089,8808,102604,69835,590
170,551931825,3557496,1546,954,142237,6644,14241
169,740927619,1918468,834,1659,99878,5789,6155
159,227983663,1327150,451,2463,90593,18964,3168
18,698736746,1893403,748,1196,116886,39924,603
222,950665794,1467972,815,1698,70901,15695,7264
225,244551298,901138,1263,756,59759,26941,10443
293,268429019,2519261,1953,6303,164076,72142,19955
136,443569825,266451,201,261,40328,416,1353
409,996051059,1564554,4146,4598,72292,36106,3447
78,741094341,87234,52,81,7678,1142,552
177,719999081,6557355,4067,1420,397584,47898,31567
210,594802654,4515131,3367,7709,231407,39620,10927
158,559318818,9769,10,2,302,36,78
106,26264474,30094980,19098,7407,370901,35356,224363
209,285482934,8591368,8609,1823,291316,80309,89655
182,372086522,6563881,4399,1025,261023,41846,30186
206,911176271,3830116,2316,2901,372246,64769,65905
205,228599656,1873308,3332,2691,198087,19638,8836
73,826019543,1893520,437,1010,128519,4307,4175
177,525507745,1811887,915,1724,133381,27330,12507
39,782382841,597635,66,118,30414,134,1377
10,826116446,598785,35,379,68094,756,1353
67,953527145,1354923,334,1624,135397,2731,1633
209,222193831,1684860,1261,513,77044,4775,4015
164,377870327,1802602,1630,501,73563,4835,9471
187,457178655,2360839,2023,783,129491,17253,24626
35,655778682,131519,41,134,10069,923,491
209,613637311,682642,385,899,44941,6173,2843
111,698423773,3025588,1897,3800,229521,92189,88103
177,596262196,5637694,1691,1312,283376,10300,12750
187,293708587,1826846,1558,1133,130058,29369,8585
66,270999365,37409,13,77,1758,92,19
